,MAC,nbAPConnected,coToAdmin,coToAcademic,coToSocial,coToLibrary,coToResidential,only Academic or Admin,is Night,is Weekend
889,00070e890870,0,0,0,0,0,0,1,0.0,0.0
890,00022d9ad9a8,0,0,0,0,0,0,1,0.0,0.0
891,00306596114b,0,0,0,0,0,0,1,0.0,0.0
892,00070ef98aa4,0,0,0,0,0,0,1,0.0,0.0
893,00022d4e9f5d,0,0,0,0,0,0,1,0.0,0.0
894,0030657a5a0c,0,0,0,0,0,0,1,0.0,0.0
895,00070e76a057,0,0,0,0,0,0,1,0.0,0.0
896,00070e4596f2,0,0,0,0,0,0,1,0.0,0.0
897,00022d0dba0a,0,0,0,0,0,0,1,0.0,0.0
898,00306518c5a8,0,0,0,0,0,0,1,0.0,0.0
899,00070ee5b7b6,0,0,0,0,0,0,1,0.0,0.0
900,00070e4d4a8c,0,0,0,0,0,0,1,0.0,0.0
901,00022d3a90dc,0,0,0,0,0,0,1,0.0,0.0
902,00070e7d86ce,0,0,0,0,0,0,1,0.0,0.0
903,0030657c4963,0,0,0,0,0,0,1,0.0,0.0
904,00022d74b88c,0,0,0,0,0,0,1,0.0,0.0
905,00070e98571c,0,0,0,0,0,0,1,0.0,0.0
906,00070effea50,0,0,0,0,0,0,1,0.0,0.0
907,00306504af5b,0,0,0,0,0,0,1,0.0,0.0
908,00022d616bfd,0,0,0,0,0,0,1,0.0,0.0
909,00070e4b8517,0,0,0,0,0,0,1,0.0,0.0
910,003065e9fd3c,0,0,0,0,0,0,1,0.0,0.0
911,0030653b2dd5,0,0,0,0,0,0,1,0.0,0.0
912,00045a4f11e6,0,0,0,0,0,0,1,0.0,0.0
913,00022df01cf2,0,0,0,0,0,0,1,0.0,0.0
914,00022d2ef885,0,0,0,0,0,0,1,0.0,0.0
915,00022d918598,0,0,0,0,0,0,1,0.0,0.0
916,003065255dc9,0,0,0,0,0,0,1,0.0,0.0
917,00022dc237eb,0,0,0,0,0,0,1,0.0,0.0
918,00022d6de645,0,0,0,0,0,0,1,0.0,0.0
919,00022d31c968,0,0,0,0,0,0,1,0.0,0.0
920,0040969561e9,0,0,0,0,0,0,1,0.0,0.0
921,0030657c51b6,0,0,0,0,0,0,1,0.0,0.0
922,00022dd7320a,0,0,0,0,0,0,1,0.0,0.0
923,00070e6a7fcb,0,0,0,0,0,0,1,0.0,0.0
924,003065621f40,0,0,0,0,0,0,1,0.0,0.0
925,00070e822948,0,0,0,0,0,0,1,0.0,0.0
926,00306528b50a,0,0,0,0,0,0,1,0.0,0.0
927,003065f70318,0,0,0,0,0,0,1,0.0,0.0
928,00022dc5e0ed,0,0,0,0,0,0,1,0.0,0.0
929,003065c6cc25,0,0,0,0,0,0,1,0.0,0.0
930,0030656c5016,0,0,0,0,0,0,1,0.0,0.0
931,003065ce1caf,0,0,0,0,0,0,1,0.0,0.0
932,00070e4a5699,0,0,0,0,0,0,1,0.0,0.0
933,00022d53d15f,0,0,0,0,0,0,1,0.0,0.0
934,00022db16787,0,0,0,0,0,0,1,0.0,0.0
935,00022db920e2,0,0,0,0,0,0,1,0.0,0.0
936,003065bd27f5,0,0,0,0,0,0,1,0.0,0.0
937,00022d2084bf,0,0,0,0,0,0,1,0.0,0.0
938,0030650e42ca,0,0,0,0,0,0,1,0.0,0.0
939,003065148f6e,0,0,0,0,0,0,1,0.0,0.0
940,0030651685f3,0,0,0,0,0,0,1,0.0,0.0
941,0030652529c5,0,0,0,0,0,0,1,0.0,0.0
942,00070ef1d18d,0,0,0,0,0,0,1,0.0,0.0
943,00306524b6b4,0,0,0,0,0,0,1,0.0,0.0
944,003065303bef,0,0,0,0,0,0,1,0.0,0.0
945,00022df21fa5,0,0,0,0,0,0,1,0.0,0.0
946,00022d7950f8,0,0,0,0,0,0,1,0.0,0.0
947,00022d6a4333,0,0,0,0,0,0,1,0.0,0.0
948,003065ef5104,0,0,0,0,0,0,1,0.0,0.0
949,0030651dafd1,0,0,0,0,0,0,1,0.0,0.0
950,00022d16cb2c,0,0,0,0,0,0,1,0.0,0.0
951,0030653785ec,0,0,0,0,0,0,1,0.0,0.0
952,00022d9db02b,0,0,0,0,0,0,1,0.0,0.0
953,003065dad7c6,0,0,0,0,0,0,1,0.0,0.0
954,00022d206286,0,0,0,0,0,0,1,0.0,0.0
955,00022dfd9f49,0,0,0,0,0,0,1,0.0,0.0
956,00022dc84304,0,0,0,0,0,0,1,0.0,0.0
957,00022d50bf22,0,0,0,0,0,0,1,0.0,0.0
958,00306582c4fa,0,0,0,0,0,0,1,0.0,0.0
959,00022df9d9e8,0,0,0,0,0,0,1,0.0,0.0
960,003065d1dade,0,0,0,0,0,0,1,0.0,0.0
961,00022dc12989,0,0,0,0,0,0,1,0.0,0.0
962,00022d74324e,0,0,0,0,0,0,1,0.0,0.0
963,00022dbdff59,0,0,0,0,0,0,1,0.0,0.0
964,00022deb274f,0,0,0,0,0,0,1,0.0,0.0
965,00022d5e55e4,0,0,0,0,0,0,1,0.0,0.0
966,00022d42900e,0,0,0,0,0,0,1,0.0,0.0
967,00022d8a85c7,0,0,0,0,0,0,1,0.0,0.0
968,003065f87197,0,0,0,0,0,0,1,0.0,0.0
969,003065a6b090,0,0,0,0,0,0,1,0.0,0.0
970,00022d5ee8b2,0,0,0,0,0,0,1,0.0,0.0
971,00022d13b898,0,0,0,0,0,0,1,0.0,0.0
972,00022d67e557,0,0,0,0,0,0,1,0.0,0.0
973,00022d5c2a3f,0,0,0,0,0,0,1,0.0,0.0
974,00022d582282,0,0,0,0,0,0,1,0.0,0.0
975,00022db09e75,0,0,0,0,0,0,1,0.0,0.0
976,00022d540de1,0,0,0,0,0,0,1,0.0,0.0
977,00022d756a48,0,0,0,0,0,0,1,0.0,0.0
978,00022dac4215,0,0,0,0,0,0,1,0.0,0.0
979,0030658881dd,0,0,0,0,0,0,1,0.0,0.0
980,00022d953280,0,0,0,0,0,0,1,0.0,0.0
981,00022d567998,0,0,0,0,0,0,1,0.0,0.0
982,0030659b531b,0,0,0,0,0,0,1,0.0,0.0
983,00022d8b83b9,0,0,0,0,0,0,1,0.0,0.0
984,00022d793f4a,0,0,0,0,0,0,1,0.0,0.0
985,00022d8f617b,0,0,0,0,0,0,1,0.0,0.0
986,00022d28b37f,0,0,0,0,0,0,1,0.0,0.0
987,00022d065023,0,0,0,0,0,0,1,0.0,0.0
988,00070e63b43f,0,0,0,0,0,0,1,0.0,0.0
989,00022dfab909,0,0,0,0,0,0,1,0.0,0.0
990,00022dd54817,0,0,0,0,0,0,1,0.0,0.0
991,00022d70611b,0,0,0,0,0,0,1,0.0,0.0
992,00022dc96c46,0,0,0,0,0,0,1,0.0,0.0
993,00306532d47d,0,0,0,0,0,0,1,0.0,0.0
994,00070ec38e26,0,0,0,0,0,0,1,0.0,0.0
995,00022d8d661b,0,0,0,0,0,0,1,0.0,0.0
996,00022d069f0a,0,0,0,0,0,0,1,0.0,0.0
997,00022d6f79ca,0,0,0,0,0,0,1,0.0,0.0
998,00022d63038b,0,0,0,0,0,0,1,0.0,0.0
999,00022d53fb99,0,0,0,0,0,0,1,0.0,0.0
1000,00022df85fe8,0,0,0,0,0,0,1,0.0,0.0
1001,00022da5c544,0,0,0,0,0,0,1,0.0,0.0
1002,00306522f920,0,0,0,0,0,0,1,0.0,0.0
1003,00022d9f4b93,0,0,0,0,0,0,1,0.0,0.0
1004,00022d0c2e8c,0,0,0,0,0,0,1,0.0,0.0
1005,00022d92b918,0,0,0,0,0,0,1,0.0,0.0
1006,00022d534e21,0,0,0,0,0,0,1,0.0,0.0
1007,00022d3c5ba1,0,0,0,0,0,0,1,0.0,0.0
1008,00022de1c6c1,0,0,0,0,0,0,1,0.0,0.0
1009,00022d0f7647,0,0,0,0,0,0,1,0.0,0.0
1010,00022da1ac4a,0,0,0,0,0,0,1,0.0,0.0
1011,003065b5e7b5,0,0,0,0,0,0,1,0.0,0.0
1012,00022dbb95de,0,0,0,0,0,0,1,0.0,0.0
1013,00022d5bf7fd,0,0,0,0,0,0,1,0.0,0.0
1014,00022d3547d4,0,0,0,0,0,0,1,0.0,0.0
1015,00022de72dfb,0,0,0,0,0,0,1,0.0,0.0
1016,00022dc32046,0,0,0,0,0,0,1,0.0,0.0
1017,00022dcc306a,0,0,0,0,0,0,1,0.0,0.0
1018,003065779a07,0,0,0,0,0,0,1,0.0,0.0
1019,00022da6dc90,0,0,0,0,0,0,1,0.0,0.0
1020,00022dfc88ad,0,0,0,0,0,0,1,0.0,0.0
1021,00022d3eaf68,0,0,0,0,0,0,1,0.0,0.0
1022,00022d2b74ac,0,0,0,0,0,0,1,0.0,0.0
1023,00022d73dced,0,0,0,0,0,0,1,0.0,0.0
1024,00306598aff2,0,0,0,0,0,0,1,0.0,0.0
1025,00022d174798,0,0,0,0,0,0,1,0.0,0.0
1026,00022d0a0110,0,0,0,0,0,0,1,0.0,0.0
1027,00022d82bf5c,0,0,0,0,0,0,1,0.0,0.0
1028,0030651a41c5,0,0,0,0,0,0,1,0.0,0.0
1029,00306520fea0,0,0,0,0,0,0,1,0.0,0.0
1030,00022d708bda,0,0,0,0,0,0,1,0.0,0.0
1031,00022d291948,0,0,0,0,0,0,1,0.0,0.0
1032,00022d935952,0,0,0,0,0,0,1,0.0,0.0
1033,00022dce8fff,0,0,0,0,0,0,1,0.0,0.0
1034,003065764cf3,0,0,0,0,0,0,1,0.0,0.0
1035,00022d8ac2e5,0,0,0,0,0,0,1,0.0,0.0
1036,00022d6a8e0d,0,0,0,0,0,0,1,0.0,0.0
1037,00022d355eef,0,0,0,0,0,0,1,0.0,0.0
1038,00022dde97cc,0,0,0,0,0,0,1,0.0,0.0
1039,00022d48fbf9,0,0,0,0,0,0,1,0.0,0.0
1040,00022d6006c2,0,0,0,0,0,0,1,0.0,0.0
1041,003065d66ce7,0,0,0,0,0,0,1,0.0,0.0
1042,00022d10561a,0,0,0,0,0,0,1,0.0,0.0
1043,00022dc8b9d5,0,0,0,0,0,0,1,0.0,0.0
1044,00022d0419e0,0,0,0,0,0,0,1,0.0,0.0
1045,00022dcff8df,0,0,0,0,0,0,1,0.0,0.0
1046,00022d3239f4,0,0,0,0,0,0,1,0.0,0.0
1047,0030653e6b19,0,0,0,0,0,0,1,0.0,0.0
1048,003065eb59dd,0,0,0,0,0,0,1,0.0,0.0
1049,003065931e19,0,0,0,0,0,0,1,0.0,0.0
1050,00022d220b6e,0,0,0,0,0,0,1,0.0,0.0
1051,00306564c1ad,0,0,0,0,0,0,1,0.0,0.0
1052,003065b8a530,0,0,0,0,0,0,1,0.0,0.0
1053,0030657aef4d,0,0,0,0,0,0,1,0.0,0.0
1054,00022d8dc481,0,0,0,0,0,0,1,0.0,0.0
1055,0030653e6992,0,0,0,0,0,0,1,0.0,0.0
1056,00022daf0b74,0,0,0,0,0,0,1,0.0,0.0
1057,00022d373b1d,0,0,0,0,0,0,1,0.0,0.0
1058,00022d83f767,0,0,0,0,0,0,1,0.0,0.0
1059,0030657474a0,0,0,0,0,0,0,1,0.0,0.0
1060,00022dcb532b,0,0,0,0,0,0,1,0.0,0.0
1061,003065f10395,0,0,0,0,0,0,1,0.0,0.0
1062,003065f57cfd,0,0,0,0,0,0,1,0.0,0.0
1063,00022d6cf92a,0,0,0,0,0,0,1,0.0,0.0
1064,00022d3d8a9a,0,0,0,0,0,0,1,0.0,0.0
1065,0030659ff646,0,0,0,0,0,0,1,0.0,0.0
1066,003065a80fbc,0,0,0,0,0,0,1,0.0,0.0
1067,0030651eac7c,0,0,0,0,0,0,1,0.0,0.0
1068,00022df1ad29,0,0,0,0,0,0,1,0.0,0.0
1069,00022dcf202c,0,0,0,0,0,0,1,0.0,0.0
1070,00306556ca1e,0,0,0,0,0,0,1,0.0,0.0
1071,00022db5dc60,0,0,0,0,0,0,1,0.0,0.0
1072,00070e616bdb,0,0,0,0,0,0,1,0.0,0.0
1073,003065d293cc,0,0,0,0,0,0,1,0.0,0.0
1074,0030654fe486,0,0,0,0,0,0,1,0.0,0.0
1075,00022d0f2fc3,0,0,0,0,0,0,1,0.0,0.0
1076,00306525d9af,0,0,0,0,0,0,1,0.0,0.0
1077,00022d1991d2,0,0,0,0,0,0,1,0.0,0.0
1078,00022d1a2eb8,0,0,0,0,0,0,1,0.0,0.0
1079,0030659c5db4,0,0,0,0,0,0,1,0.0,0.0
1080,003065abe3cc,0,0,0,0,0,0,1,0.0,0.0
1081,003065df4d9d,0,0,0,0,0,0,1,0.0,0.0
1082,003065b14f57,0,0,0,0,0,0,1,0.0,0.0
1083,00022d9740a0,0,0,0,0,0,0,1,0.0,0.0
1084,003065b21b85,0,0,0,0,0,0,1,0.0,0.0
1085,0030653b3e63,0,0,0,0,0,0,1,0.0,0.0
1086,0030655b0433,0,0,0,0,0,0,1,0.0,0.0
1087,003065e4ae6d,0,0,0,0,0,0,1,0.0,0.0
1088,003065dc2843,0,0,0,0,0,0,1,0.0,0.0
1089,003065070b3e,0,0,0,0,0,0,1,0.0,0.0
1090,00022d302e63,0,0,0,0,0,0,1,0.0,0.0
1091,00022da4dab8,0,0,0,0,0,0,1,0.0,0.0
1092,00022d981326,0,0,0,0,0,0,1,0.0,0.0
1093,0030656d3e94,0,0,0,0,0,0,1,0.0,0.0
1094,0030652efbdf,0,0,0,0,0,0,1,0.0,0.0
1095,0030653edf38,0,0,0,0,0,0,1,0.0,0.0
1096,00022de7affe,0,0,0,0,0,0,1,0.0,0.0
1097,0030656edfbf,0,0,0,0,0,0,1,0.0,0.0
1098,00022de856c3,0,0,0,0,0,0,1,0.0,0.0
1099,00022d3be9cd,0,0,0,0,0,0,1,0.0,0.0
1100,00070ebfa0fd,0,0,0,0,0,0,1,0.0,0.0
1101,003065ef3170,0,0,0,0,0,0,1,0.0,0.0
1102,00022d89f249,0,0,0,0,0,0,1,0.0,0.0
1103,003065de34f4,0,0,0,0,0,0,1,0.0,0.0
1104,003065e3a0ac,0,0,0,0,0,0,1,0.0,0.0
1105,00022d663eaf,0,0,0,0,0,0,1,0.0,0.0
1106,00022d86eac7,0,0,0,0,0,0,1,0.0,0.0
1107,00022d3a6e6f,0,0,0,0,0,0,1,0.0,0.0
1108,0030652e5f5c,0,0,0,0,0,0,1,0.0,0.0
1109,00022d887434,0,0,0,0,0,0,1,0.0,0.0
1110,00022d6702e9,0,0,0,0,0,0,1,0.0,0.0
1111,00022d9f41c2,0,0,0,0,0,0,1,0.0,0.0
1112,003065cc43e2,0,0,0,0,0,0,1,0.0,0.0
1113,00022d7fac10,0,0,0,0,0,0,1,0.0,0.0
1114,0030658a863c,0,0,0,0,0,0,1,0.0,0.0
1115,00306528767b,0,0,0,0,0,0,1,0.0,0.0
1116,00022da29111,0,0,0,0,0,0,1,0.0,0.0
1117,00022d45fe99,0,0,0,0,0,0,1,0.0,0.0
1118,00022d6b76f9,0,0,0,0,0,0,1,0.0,0.0
1119,00022d61ff93,0,0,0,0,0,0,1,0.0,0.0
1120,00022d26ac2c,0,0,0,0,0,0,1,0.0,0.0
1121,003065b1170b,0,0,0,0,0,0,1,0.0,0.0
1122,00022d5acb8b,0,0,0,0,0,0,1,0.0,0.0
1123,00022d8272f1,0,0,0,0,0,0,1,0.0,0.0
1124,00022dc20c36,0,0,0,0,0,0,1,0.0,0.0
1125,00306504ba8a,0,0,0,0,0,0,1,0.0,0.0
1126,00306501507d,0,0,0,0,0,0,1,0.0,0.0
1127,003065301d81,0,0,0,0,0,0,1,0.0,0.0
1128,0030656400d4,0,0,0,0,0,0,1,0.0,0.0
1129,0030655a8538,0,0,0,0,0,0,1,0.0,0.0
1130,00022d2c4c58,0,0,0,0,0,0,1,0.0,0.0
1131,0030653f75b3,0,0,0,0,0,0,1,0.0,0.0
1132,003065f80ed3,0,0,0,0,0,0,1,0.0,0.0
1133,00022dbc98a6,0,0,0,0,0,0,1,0.0,0.0
1134,00022de86cab,0,0,0,0,0,0,1,0.0,0.0
1135,00022db949fe,0,0,0,0,0,0,1,0.0,0.0
1136,00022d824820,0,0,0,0,0,0,1,0.0,0.0
1137,00022da5d784,0,0,0,0,0,0,1,0.0,0.0
1138,00022d043793,0,0,0,0,0,0,1,0.0,0.0
1139,00022dd878b4,0,0,0,0,0,0,1,0.0,0.0
1140,00022d82e062,0,0,0,0,0,0,1,0.0,0.0
1141,0030653d720e,0,0,0,0,0,0,1,0.0,0.0
1142,00022d2d96c0,0,0,0,0,0,0,1,0.0,0.0
1143,003065f41e38,0,0,0,0,0,0,1,0.0,0.0
1144,00070e962b4b,0,0,0,0,0,0,1,0.0,0.0
1145,00055dba1eb0,0,0,0,0,0,0,1,0.0,0.0
1146,00022dbe80f9,0,0,0,0,0,0,1,0.0,0.0
1147,003065a08a5a,0,0,0,0,0,0,1,0.0,0.0
1148,00022def62c5,0,0,0,0,0,0,1,0.0,0.0
1149,003065cabe2f,0,0,0,0,0,0,1,0.0,0.0
1150,00022d7ec54f,0,0,0,0,0,0,1,0.0,0.0
1151,0030657ab6a1,0,0,0,0,0,0,1,0.0,0.0
1152,003065d1c96e,0,0,0,0,0,0,1,0.0,0.0
1153,00022dd6023a,0,0,0,0,0,0,1,0.0,0.0
1154,00306508abc9,0,0,0,0,0,0,1,0.0,0.0
1155,00022dee8781,0,0,0,0,0,0,1,0.0,0.0
1156,00022d7214e9,0,0,0,0,0,0,1,0.0,0.0
1157,00022dd46462,0,0,0,0,0,0,1,0.0,0.0
1158,00022d8579f3,0,0,0,0,0,0,1,0.0,0.0
1159,003065a8d7e0,0,0,0,0,0,0,1,0.0,0.0
1160,00022dbc0cd1,0,0,0,0,0,0,1,0.0,0.0
1161,00022d8839e4,0,0,0,0,0,0,1,0.0,0.0
1162,00032f728124,0,0,0,0,0,0,1,0.0,0.0
1163,0030658c549d,0,0,0,0,0,0,1,0.0,0.0
1164,003065f85207,0,0,0,0,0,0,1,0.0,0.0
1165,00022dceefc2,0,0,0,0,0,0,1,0.0,0.0
1166,00022d890dcc,0,0,0,0,0,0,1,0.0,0.0
1167,003065576950,0,0,0,0,0,0,1,0.0,0.0
1168,003065754189,0,0,0,0,0,0,1,0.0,0.0
1169,00022d88e26a,0,0,0,0,0,0,1,0.0,0.0
1170,0030651d5bff,0,0,0,0,0,0,1,0.0,0.0
1171,003065fc676e,0,0,0,0,0,0,1,0.0,0.0
1172,00022d15f9ec,0,0,0,0,0,0,1,0.0,0.0
1173,0030651e6b26,0,0,0,0,0,0,1,0.0,0.0
1174,00022da23c8e,0,0,0,0,0,0,1,0.0,0.0
1175,0030652b62f7,0,0,0,0,0,0,1,0.0,0.0
1176,00022d621019,0,0,0,0,0,0,1,0.0,0.0
1177,0030654c155a,0,0,0,0,0,0,1,0.0,0.0
1178,00022dc313d5,0,0,0,0,0,0,1,0.0,0.0
1179,00306517f3f0,0,0,0,0,0,0,1,0.0,0.0
1180,00022dda2e72,0,0,0,0,0,0,1,0.0,0.0
1181,00022dae4796,0,0,0,0,0,0,1,0.0,0.0
1182,003065c9d841,0,0,0,0,0,0,1,0.0,0.0
1183,003065b0a3e3,0,0,0,0,0,0,1,0.0,0.0
1184,00022d19fd69,0,0,0,0,0,0,1,0.0,0.0
1185,00022d2bb3b9,0,0,0,0,0,0,1,0.0,0.0
1186,00022dfb7878,0,0,0,0,0,0,1,0.0,0.0
1187,003065dfd01d,0,0,0,0,0,0,1,0.0,0.0
1188,00022dc6a16d,0,0,0,0,0,0,1,0.0,0.0
1189,003065d20339,0,0,0,0,0,0,1,0.0,0.0
1190,00022ddc619e,0,0,0,0,0,0,1,0.0,0.0
1191,003065124a24,0,0,0,0,0,0,1,0.0,0.0
1192,00022de02fa4,0,0,0,0,0,0,1,0.0,0.0
1193,00022da0390a,0,0,0,0,0,0,1,0.0,0.0
1194,0030659d4803,0,0,0,0,0,0,1,0.0,0.0
1195,00070ee50040,0,0,0,0,0,0,1,0.0,0.0
1196,00022dfe3b4c,0,0,0,0,0,0,1,0.0,0.0
1197,00022d4bd5ae,0,0,0,0,0,0,1,0.0,0.0
1198,00022dba2ade,0,0,0,0,0,0,1,0.0,0.0
1199,00022d860898,0,0,0,0,0,0,1,0.0,0.0
1200,0040965fc9af,0,0,0,0,0,0,1,0.0,0.0
1201,00022db0af76,0,0,0,0,0,0,1,0.0,0.0
1202,00022d805abc,0,0,0,0,0,0,1,0.0,0.0
1203,00022de4929c,0,0,0,0,0,0,1,0.0,0.0
1204,00022d73432e,0,0,0,0,0,0,1,0.0,0.0
1205,00022dec383f,0,0,0,0,0,0,1,0.0,0.0
1206,00022deada2c,0,0,0,0,0,0,1,0.0,0.0
1207,00306525e56c,0,0,0,0,0,0,1,0.0,0.0
1208,00022d54963c,0,0,0,0,0,0,1,0.0,0.0
1209,0030655e112f,0,0,0,0,0,0,1,0.0,0.0
1210,00022d377505,0,0,0,0,0,0,1,0.0,0.0
1211,0030655b8a5c,0,0,0,0,0,0,1,0.0,0.0
1212,00022dc5a46d,0,0,0,0,0,0,1,0.0,0.0
1213,0030655d4d99,0,0,0,0,0,0,1,0.0,0.0
1214,003065dc7a03,0,0,0,0,0,0,1,0.0,0.0
1215,0030652b5290,0,0,0,0,0,0,1,0.0,0.0
1216,00022d2b3065,0,0,0,0,0,0,1,0.0,0.0
1217,003065cd85f8,0,0,0,0,0,0,1,0.0,0.0
1218,00022d8088f0,0,0,0,0,0,0,1,0.0,0.0
1219,00022d877b62,0,0,0,0,0,0,1,0.0,0.0
1220,00022d67a912,0,0,0,0,0,0,1,0.0,0.0
1221,00022d1e23a9,0,0,0,0,0,0,1,0.0,0.0
1222,00022db9a1ad,0,0,0,0,0,0,1,0.0,0.0
1223,003065b2b27c,0,0,0,0,0,0,1,0.0,0.0
1224,00306594bf86,0,0,0,0,0,0,1,0.0,0.0
1225,003065b8dfd5,0,0,0,0,0,0,1,0.0,0.0
1226,00022dbdc2a1,0,0,0,0,0,0,1,0.0,0.0
1227,00306539bb53,0,0,0,0,0,0,1,0.0,0.0
1228,00022d42c980,0,0,0,0,0,0,1,0.0,0.0
1229,00022d5164a6,0,0,0,0,0,0,1,0.0,0.0
1230,003065b5be78,0,0,0,0,0,0,1,0.0,0.0
1231,003065370b25,0,0,0,0,0,0,1,0.0,0.0
1232,00070ea6af2b,0,0,0,0,0,0,1,0.0,0.0
1233,00022dd34767,0,0,0,0,0,0,1,0.0,0.0
1234,003065f6c065,0,0,0,0,0,0,1,0.0,0.0
1235,00022d52e056,0,0,0,0,0,0,1,0.0,0.0
1236,0030651994a3,0,0,0,0,0,0,1,0.0,0.0
1237,00022d16f8be,0,0,0,0,0,0,1,0.0,0.0
1238,00022d261e3d,0,0,0,0,0,0,1,0.0,0.0
1239,00022d560ee1,0,0,0,0,0,0,1,0.0,0.0
1240,00022d057150,0,0,0,0,0,0,1,0.0,0.0
1241,00022d82bf9b,0,0,0,0,0,0,1,0.0,0.0
1242,00022dc898c3,0,0,0,0,0,0,1,0.0,0.0
1243,00022d264a94,0,0,0,0,0,0,1,0.0,0.0
1244,003065cb9cc0,0,0,0,0,0,0,1,0.0,0.0
1245,0030654e6cae,0,0,0,0,0,0,1,0.0,0.0
1246,00022de94669,0,0,0,0,0,0,1,0.0,0.0
1247,00022d105dcc,0,0,0,0,0,0,1,0.0,0.0
1248,00022d9762f3,0,0,0,0,0,0,1,0.0,0.0
1249,00022d9cf597,0,0,0,0,0,0,1,0.0,0.0
1250,00022dcc2d4c,0,0,0,0,0,0,1,0.0,0.0
1251,003065f47ac4,0,0,0,0,0,0,1,0.0,0.0
1252,00022df8e1ea,0,0,0,0,0,0,1,0.0,0.0
1253,00022ddda805,0,0,0,0,0,0,1,0.0,0.0
1254,00022d947089,0,0,0,0,0,0,1,0.0,0.0
1255,00306542bf9d,0,0,0,0,0,0,1,0.0,0.0
1256,00022dd62ccf,0,0,0,0,0,0,1,0.0,0.0
1257,0030650dc1a2,0,0,0,0,0,0,1,0.0,0.0
1258,00022d1d344d,0,0,0,0,0,0,1,0.0,0.0
1259,0030650d24e9,0,0,0,0,0,0,1,0.0,0.0
1260,0002b3a80855,0,0,0,0,0,0,1,0.0,0.0
1261,003065cffefc,0,0,0,0,0,0,1,0.0,0.0
1262,0030650c9784,0,0,0,0,0,0,1,0.0,0.0
1263,00022d967833,0,0,0,0,0,0,1,0.0,0.0
1264,00022d654205,0,0,0,0,0,0,1,0.0,0.0
1265,0030657de0cc,0,0,0,0,0,0,1,0.0,0.0
1266,003065d6a813,0,0,0,0,0,0,1,0.0,0.0
1267,0030653823d3,0,0,0,0,0,0,1,0.0,0.0
1268,003065a449ba,0,0,0,0,0,0,1,0.0,0.0
1269,00022d225d17,0,0,0,0,0,0,1,0.0,0.0
1270,003065fad4bf,0,0,0,0,0,0,1,0.0,0.0
1271,00022d1bf6c1,0,0,0,0,0,0,1,0.0,0.0
1272,003065ccff77,0,0,0,0,0,0,1,0.0,0.0
1273,0030653bd165,0,0,0,0,0,0,1,0.0,0.0
1274,00022d59c76f,0,0,0,0,0,0,1,0.0,0.0
1275,00022db87680,0,0,0,0,0,0,1,0.0,0.0
1276,003065366a61,0,0,0,0,0,0,1,0.0,0.0
1277,003065b6cd91,0,0,0,0,0,0,1,0.0,0.0
1278,00022d7b24fc,0,0,0,0,0,0,1,0.0,0.0
1279,00022dffffc0,0,0,0,0,0,0,1,0.0,0.0
1280,00022d1f43fa,0,0,0,0,0,0,1,0.0,0.0
1281,0800074394e1,0,0,0,0,0,0,1,0.0,0.0
1282,00022daef6a7,0,0,0,0,0,0,1,0.0,0.0
1283,00022db579de,0,0,0,0,0,0,1,0.0,0.0
1284,003065791566,0,0,0,0,0,0,1,0.0,0.0
1285,003065106c4c,0,0,0,0,0,0,1,0.0,0.0
1286,0030657c004c,0,0,0,0,0,0,1,0.0,0.0
1287,00070e15e6c4,0,0,0,0,0,0,1,0.0,0.0
1288,003065c9a40e,0,0,0,0,0,0,1,0.0,0.0
1289,00022dd1a115,0,0,0,0,0,0,1,0.0,0.0
1290,00022df4c24a,0,0,0,0,0,0,1,0.0,0.0
1291,00022d99bf74,0,0,0,0,0,0,1,0.0,0.0
1292,00022d2444e3,0,0,0,0,0,0,1,0.0,0.0
1293,003065ae0321,0,0,0,0,0,0,1,0.0,0.0
1294,00022d86981c,0,0,0,0,0,0,1,0.0,0.0
1295,00022d928887,0,0,0,0,0,0,1,0.0,0.0
1296,0030659a1f59,0,0,0,0,0,0,1,0.0,0.0
1297,00045af567ea,0,0,0,0,0,0,1,0.0,0.0
1298,003065c0ca42,0,0,0,0,0,0,1,0.0,0.0
1299,003065a317fe,0,0,0,0,0,0,1,0.0,0.0
1300,0030654186aa,0,0,0,0,0,0,1,0.0,0.0
1301,00022d67de39,0,0,0,0,0,0,1,0.0,0.0
1302,00022d428387,0,0,0,0,0,0,1,0.0,0.0
1303,0030659dbef2,0,0,0,0,0,0,1,0.0,0.0
1304,00022dd28f5b,0,0,0,0,0,0,1,0.0,0.0
1305,00022db896c6,0,0,0,0,0,0,1,0.0,0.0
1306,00070e573747,0,0,0,0,0,0,1,0.0,0.0
1307,003065ea75c6,0,0,0,0,0,0,1,0.0,0.0
1308,08004676bd2c,0,0,0,0,0,0,1,0.0,0.0
1309,00022d0547cb,0,0,0,0,0,0,1,0.0,0.0
1310,00022dddb033,0,0,0,0,0,0,1,0.0,0.0
1311,0030659a9cbb,0,0,0,0,0,0,1,0.0,0.0
1312,00022d0bd5b6,0,0,0,0,0,0,1,0.0,0.0
1313,00601ddf8659,0,0,0,0,0,0,1,0.0,0.0
1314,00022d466ccd,0,0,0,0,0,0,1,0.0,0.0
1315,0030659f61c2,0,0,0,0,0,0,1,0.0,0.0
1316,003065c10d48,0,0,0,0,0,0,1,0.0,0.0
1317,003065d3b264,0,0,0,0,0,0,1,0.0,0.0
